student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
1041,18,female,private,graduate,3.9,80.3,yes,<15 min,no,mixed,49.6,34.1,35.3,60.7,d
1042,19,male,public,post graduate,6.4,91.4,yes,>60 min,no,textbook,99.9,91.1,94.7,95.0,b
1043,16,female,private,no formal,0.5,90.1,yes,>60 min,yes,mixed,36.7,37.7,10.4,34.8,f
1044,16,male,private,diploma,6.5,63.5,yes,15-30 min,no,coaching,91.7,75.5,77.8,72.4,c
1045,18,male,private,high school,7.4,78.3,yes,>60 min,no,online videos,89.9,100.0,78.8,83.5,c
1046,14,other,public,post graduate,1.6,86.5,yes,30-60 min,yes,mixed,46.3,57.0,56.8,55.2,d
1047,15,male,public,post graduate,0.7,55.2,yes,15-30 min,yes,mixed,23.2,30.3,30.2,32.8,f
1048,17,female,public,graduate,4.1,76.5,yes,<15 min,yes,textbook,57.2,53.0,63.7,54.4,e
1049,18,female,public,post graduate,7.0,50.1,yes,>60 min,yes,group study,88.5,98.0,74.4,81.6,c
1050,14,male,private,diploma,6.0,62.0,yes,<15 min,yes,notes,89.9,69.3,75.9,78.6,c
1051,17,other,private,graduate,0.8,74.3,yes,>60 min,yes,group study,31.6,23.4,33.7,27.7,f
1052,16,female,private,high school,5.5,65.3,no,<15 min,yes,notes,56.1,69.7,83.2,62.4,d
1053,17,other,public,phd,6.6,88.6,yes,>60 min,yes,mixed,87.3,93.7,84.1,91.6,b
1054,19,female,public,high school,2.5,81.9,yes,30-60 min,yes,coaching,34.7,35.9,58.0,46.8,e
1055,14,other,public,phd,5.4,63.4,yes,>60 min,yes,textbook,71.2,61.4,46.7,59.0,d
1056,19,other,private,post graduate,4.2,50.9,no,<15 min,no,textbook,58.9,76.1,50.7,58.3,d
1057,16,male,public,phd,2.0,62.7,no,>60 min,no,coaching,14.0,44.3,61.4,45.1,e
1058,18,other,private,graduate,7.3,76.0,yes,30-60 min,yes,mixed,86.3,76.2,82.3,80.5,c
1059,16,other,public,diploma,2.2,88.1,yes,>60 min,no,textbook,45.8,46.1,46.4,46.2,e
1060,15,female,public,high school,6.8,80.2,yes,15-30 min,yes,group study,75.1,78.4,76.5,80.4,c
1061,18,male,public,high school,5.8,52.8,yes,15-30 min,no,textbook,73.5,92.9,65.4,71.0,c
1062,18,female,private,phd,2.2,73.3,yes,<15 min,no,coaching,45.2,51.5,37.8,42.8,e
1063,14,other,public,no formal,5.8,98.0,yes,30-60 min,yes,coaching,88.4,60.5,93.3,81.4,c
1064,18,female,private,post graduate,0.7,95.2,no,30-60 min,yes,online videos,47.3,56.4,33.1,43.1,e
1065,18,male,public,post graduate,2.3,87.1,yes,<15 min,no,notes,52.1,44.2,37.4,48.9,e
1066,16,female,public,no formal,2.6,64.2,yes,30-60 min,no,notes,45.3,51.6,40.5,49.2,e
1067,19,other,private,phd,7.2,51.1,yes,30-60 min,yes,coaching,78.3,78.4,65.2,68.7,d
1068,17,male,private,no formal,7.4,72.8,yes,>60 min,yes,online videos,70.0,100.0,70.3,90.2,b
1069,16,female,private,no formal,2.5,68.7,yes,<15 min,yes,mixed,43.2,44.6,29.8,40.4,e
1070,14,male,private,graduate,4.1,83.8,yes,30-60 min,yes,group study,45.5,57.3,60.0,56.9,d
1071,18,other,public,no formal,7.9,53.5,yes,30-60 min,yes,online videos,79.2,77.9,85.2,81.6,c
1072,15,other,public,no formal,5.5,96.2,yes,15-30 min,no,textbook,94.9,89.4,100.0,89.3,b
1073,18,other,private,graduate,1.0,86.8,yes,<15 min,no,notes,33.5,55.5,39.6,37.1,f
1074,17,female,private,phd,3.4,98.5,yes,<15 min,no,mixed,58.1,45.7,66.5,60.3,d
1075,16,male,private,no formal,3.7,93.3,yes,<15 min,no,group study,75.8,65.8,80.1,67.5,d
1076,14,female,public,graduate,2.8,71.5,yes,30-60 min,yes,mixed,39.7,59.8,48.6,52.4,e
1077,18,other,public,graduate,4.4,83.1,yes,30-60 min,yes,group study,77.8,92.0,80.7,70.3,c
1078,14,male,private,no formal,6.0,92.3,yes,15-30 min,no,textbook,85.4,100.0,92.8,87.4,b
1079,16,male,private,no formal,5.7,60.2,yes,>60 min,no,coaching,84.9,74.7,69.3,71.3,c
1080,19,other,private,diploma,3.1,50.5,no,<15 min,no,mixed,30.0,46.0,46.0,38.0,f
1081,19,female,private,post graduate,6.0,65.4,yes,<15 min,yes,notes,79.8,84.4,59.9,74.3,c
1082,19,male,public,high school,4.5,71.9,yes,30-60 min,yes,mixed,63.5,56.4,58.1,59.0,d
1083,19,male,public,diploma,6.3,81.2,yes,30-60 min,yes,textbook,64.6,91.8,81.6,82.8,c
1084,17,female,private,diploma,1.4,63.2,yes,30-60 min,yes,group study,32.1,24.6,38.5,29.1,f
1085,15,female,private,post graduate,3.5,72.1,yes,>60 min,no,online videos,64.5,45.7,58.7,58.2,d
1086,19,other,public,high school,3.5,82.4,yes,15-30 min,no,notes,61.4,73.7,70.8,66.6,d
1087,18,other,public,post graduate,3.1,91.2,yes,15-30 min,no,mixed,82.7,69.7,78.6,69.3,d
1088,19,female,private,post graduate,5.7,61.3,yes,30-60 min,no,mixed,64.7,87.2,77.0,77.3,c
1089,17,female,private,graduate,4.7,90.0,yes,15-30 min,no,group study,55.3,71.1,50.1,67.2,d
1090,14,other,private,post graduate,3.4,97.0,yes,<15 min,no,textbook,58.9,57.8,66.0,65.0,d
1091,17,other,private,high school,4.5,70.5,yes,30-60 min,yes,textbook,45.9,68.4,43.3,54.3,e
1092,16,male,public,phd,5.8,77.6,yes,30-60 min,yes,coaching,78.2,82.7,76.4,75.0,c
1093,19,other,public,high school,5.6,50.5,yes,<15 min,no,online videos,73.1,74.3,67.4,65.7,d
1094,16,other,private,high school,6.2,85.5,yes,<15 min,no,textbook,76.3,78.1,100.0,88.5,b
1095,15,male,private,graduate,6.9,93.6,yes,<15 min,yes,textbook,82.9,82.1,88.4,88.2,b
1096,14,other,public,diploma,6.0,51.0,yes,30-60 min,yes,group study,63.1,62.3,64.5,66.5,d
1097,19,male,private,diploma,1.9,92.2,yes,<15 min,no,coaching,63.6,60.0,53.3,59.4,d
1098,18,female,private,post graduate,6.8,57.5,yes,15-30 min,no,online videos,68.3,100.0,82.5,80.5,c
1099,14,female,private,graduate,3.0,92.1,no,<15 min,yes,group study,48.9,49.4,73.5,62.1,d
1100,16,other,private,diploma,5.5,77.1,yes,<15 min,yes,online videos,74.5,76.1,63.7,74.8,c
1101,16,other,private,post graduate,7.9,68.5,yes,>60 min,no,coaching,93.3,81.8,96.3,90.8,b
1102,16,female,private,diploma,2.7,97.1,yes,<15 min,no,coaching,64.8,48.2,52.3,56.5,d
1103,19,female,private,phd,2.5,80.6,yes,>60 min,no,mixed,68.1,40.8,41.4,43.5,e
1104,14,other,public,phd,1.9,51.9,no,>60 min,yes,notes,31.2,42.8,29.7,37.5,f
1105,15,other,public,diploma,7.9,88.3,yes,30-60 min,yes,online videos,92.2,76.0,89.7,100.0,a
1106,15,other,private,post graduate,3.7,59.1,yes,>60 min,no,online videos,67.7,48.8,65.2,63.2,d
1107,15,other,private,post graduate,6.4,96.2,yes,>60 min,no,textbook,83.2,76.6,83.0,81.6,c
1108,19,other,private,phd,0.9,58.3,yes,15-30 min,no,group study,34.9,22.6,23.0,24.6,f
1109,19,other,private,diploma,1.9,74.4,no,15-30 min,no,textbook,45.1,39.9,53.1,49.1,e
1110,14,other,private,diploma,1.0,76.1,yes,30-60 min,yes,coaching,31.3,36.2,26.3,39.6,f
1111,17,male,public,high school,6.6,78.2,yes,>60 min,no,notes,99.3,87.7,93.8,91.5,b
1112,15,female,private,graduate,1.3,76.7,yes,>60 min,yes,online videos,39.0,44.1,43.7,38.3,f
1113,15,male,private,graduate,7.4,72.0,yes,15-30 min,yes,mixed,100.0,92.5,82.3,89.5,b
1114,15,female,private,diploma,5.5,85.6,yes,<15 min,no,coaching,86.9,85.9,87.8,86.4,b
1115,15,female,public,high school,7.3,57.8,yes,30-60 min,yes,online videos,86.3,96.9,93.0,84.9,c
1116,16,male,public,diploma,3.6,89.4,yes,30-60 min,yes,coaching,42.6,67.7,51.0,59.0,d
1117,19,other,public,graduate,4.4,51.9,yes,>60 min,yes,mixed,53.8,59.0,67.4,61.5,d
1118,17,other,public,no formal,0.7,92.1,yes,15-30 min,no,coaching,43.7,22.4,34.1,35.4,f
1119,18,female,private,graduate,4.0,87.5,no,15-30 min,yes,mixed,80.3,57.3,64.4,59.1,d
1120,16,other,private,phd,4.9,89.8,yes,<15 min,yes,mixed,86.6,57.6,72.0,71.9,c
1121,14,male,private,high school,1.3,64.8,yes,<15 min,yes,group study,53.6,42.1,24.5,36.1,f
1122,14,female,public,diploma,7.9,92.5,yes,15-30 min,yes,notes,98.3,100.0,96.0,100.0,a
1123,15,male,public,no formal,0.5,84.6,yes,15-30 min,no,group study,48.3,47.7,43.0,43.6,e
1124,15,male,private,graduate,2.5,98.4,yes,>60 min,yes,notes,65.6,71.4,46.9,62.2,d
1125,19,male,public,diploma,5.1,51.0,no,>60 min,yes,textbook,61.2,56.8,88.3,66.2,d
1126,19,female,private,phd,4.2,89.5,yes,30-60 min,yes,group study,79.8,81.3,76.5,79.4,c
1127,19,female,public,phd,2.3,81.2,yes,<15 min,no,textbook,44.0,39.8,41.7,41.4,e
1128,17,other,private,post graduate,7.9,99.5,yes,30-60 min,no,online videos,91.5,91.4,96.9,100.0,a
1129,17,female,private,high school,1.9,72.2,yes,<15 min,no,group study,49.5,43.7,36.3,45.2,e
1130,17,other,private,high school,4.8,64.0,yes,30-60 min,no,online videos,66.8,50.5,64.3,61.8,d
1131,16,female,private,diploma,1.4,94.0,no,15-30 min,no,coaching,34.0,51.0,43.6,42.2,e
1132,18,male,private,graduate,0.9,66.3,yes,15-30 min,yes,mixed,35.0,38.9,20.3,43.5,e
1133,18,male,private,no formal,4.2,85.1,yes,15-30 min,no,coaching,69.5,61.3,67.3,69.8,d
1134,18,male,private,diploma,6.5,66.6,no,>60 min,yes,mixed,83.0,83.1,83.2,81.1,c
1135,17,female,private,no formal,4.5,97.3,yes,<15 min,yes,online videos,61.9,75.2,59.5,68.0,d
1136,14,female,private,high school,2.7,76.3,yes,30-60 min,yes,online videos,72.7,68.7,43.6,58.6,d
1137,18,other,private,diploma,0.6,66.0,yes,15-30 min,yes,coaching,58.7,24.1,41.2,31.0,f
1138,16,male,public,no formal,7.6,91.1,yes,15-30 min,no,mixed,100.0,89.6,87.8,89.5,b
1139,18,male,public,high school,2.1,53.1,yes,30-60 min,yes,notes,25.4,40.1,11.5,29.4,f
1140,17,other,public,graduate,4.8,54.7,yes,<15 min,yes,group study,65.1,59.6,74.1,69.9,d
1141,19,male,private,phd,0.6,91.8,yes,<15 min,yes,notes,23.9,32.6,20.3,31.8,f
1142,16,female,public,post graduate,1.2,66.2,yes,<15 min,no,group study,52.5,44.3,59.1,43.5,e
1143,19,male,private,high school,1.8,58.8,no,<15 min,no,online videos,22.0,20.6,25.4,30.4,f
1144,19,female,private,phd,1.3,79.4,yes,>60 min,no,coaching,52.0,57.3,26.1,46.0,e
1145,15,other,private,diploma,4.5,62.7,yes,<15 min,yes,textbook,61.2,52.4,67.9,55.4,d
1146,16,male,public,diploma,3.5,99.4,no,30-60 min,no,online videos,80.3,81.6,68.3,68.5,d
1147,17,female,private,phd,6.5,91.0,yes,30-60 min,yes,online videos,88.1,68.5,72.6,79.0,c
1148,18,female,private,diploma,1.4,94.5,yes,15-30 min,yes,coaching,59.6,31.5,57.3,55.9,d
1149,18,other,private,post graduate,3.7,91.7,yes,>60 min,no,coaching,58.4,55.9,66.4,61.4,d
1150,19,other,private,no formal,3.7,94.3,yes,<15 min,no,mixed,81.7,77.1,91.9,72.9,c
1151,16,male,public,high school,2.2,66.9,yes,<15 min,yes,textbook,67.1,46.9,45.8,51.9,e
1152,17,female,public,phd,1.2,83.7,yes,>60 min,no,textbook,44.9,43.6,33.6,42.5,e
1153,16,other,private,high school,0.6,95.3,no,<15 min,yes,group study,55.3,51.9,80.2,52.2,e
1154,19,male,private,phd,0.6,84.3,yes,15-30 min,yes,mixed,27.8,32.5,29.1,41.4,e
1155,15,other,public,diploma,3.5,99.9,yes,30-60 min,no,mixed,54.8,90.0,60.4,62.0,d
1156,17,male,public,phd,0.9,93.3,yes,>60 min,no,group study,36.6,42.2,37.0,43.2,e
1157,14,female,public,diploma,3.5,53.5,yes,30-60 min,yes,group study,40.2,38.7,36.0,45.2,e
1158,19,other,private,diploma,3.8,75.1,yes,30-60 min,yes,notes,82.3,91.9,60.7,65.2,d
1159,16,female,public,diploma,3.8,63.8,yes,15-30 min,yes,coaching,58.2,53.1,53.4,62.2,d
1160,16,other,public,high school,1.9,93.8,yes,>60 min,yes,textbook,47.3,46.3,48.7,45.0,e
1161,17,female,private,phd,4.2,96.9,yes,<15 min,no,group study,66.0,61.0,66.3,66.6,d
1162,16,male,public,graduate,3.4,78.3,yes,<15 min,yes,mixed,55.6,37.4,45.9,49.3,e
1163,19,other,public,graduate,7.9,52.9,no,>60 min,no,group study,83.3,97.9,92.4,88.2,b
1164,17,female,public,diploma,0.8,67.3,yes,30-60 min,yes,textbook,21.5,36.5,17.0,36.0,f
1165,17,male,public,post graduate,0.9,59.4,yes,30-60 min,yes,notes,36.3,13.3,25.5,25.7,f
1166,14,male,private,diploma,6.7,76.5,yes,>60 min,no,coaching,90.5,100.0,83.3,87.0,b
1167,14,female,public,high school,2.5,99.2,yes,30-60 min,yes,notes,68.3,59.1,57.4,58.4,d
1168,16,female,public,no formal,1.9,67.2,yes,15-30 min,no,mixed,57.3,59.5,50.7,46.0,e
1169,19,other,public,phd,7.1,86.7,no,<15 min,yes,online videos,90.0,100.0,100.0,97.8,a
1170,19,male,private,no formal,4.5,91.6,yes,30-60 min,yes,coaching,69.1,51.2,77.4,66.3,d
1171,17,female,public,phd,5.1,91.5,yes,30-60 min,yes,group study,73.1,88.4,77.6,80.4,c
1172,17,other,private,diploma,0.6,57.5,yes,15-30 min,yes,textbook,7.2,40.8,28.9,29.7,f
1173,16,other,private,no formal,2.5,61.9,yes,15-30 min,yes,notes,37.3,44.8,45.9,42.8,e
1174,15,other,public,phd,2.4,61.2,yes,30-60 min,yes,coaching,33.7,51.9,24.6,40.9,e
1175,14,male,private,post graduate,6.2,64.9,no,<15 min,no,notes,92.6,80.8,98.4,84.9,c
1176,16,male,public,post graduate,3.4,52.3,yes,30-60 min,no,online videos,36.9,55.7,44.3,39.1,f
1177,15,female,private,graduate,4.8,77.0,yes,<15 min,no,mixed,79.0,68.0,67.1,72.4,c
1178,15,female,public,post graduate,7.5,87.0,no,>60 min,yes,textbook,100.0,100.0,97.0,100.0,a
1179,15,male,private,no formal,7.9,63.0,yes,<15 min,yes,online videos,85.0,100.0,100.0,96.8,a
1180,14,male,private,high school,1.5,82.0,yes,>60 min,yes,mixed,38.5,53.8,42.5,49.1,e
1181,17,male,public,graduate,4.7,77.3,yes,15-30 min,no,notes,71.0,54.2,76.2,66.5,d
1182,19,female,private,post graduate,5.7,55.0,no,>60 min,no,online videos,45.9,74.4,69.8,58.7,d
1183,18,other,private,graduate,6.4,62.0,yes,>60 min,yes,coaching,71.6,70.8,74.0,79.2,c
1184,16,male,public,diploma,7.4,62.1,yes,30-60 min,no,coaching,100.0,100.0,80.3,89.4,b
1185,16,male,private,post graduate,6.0,74.4,no,<15 min,yes,coaching,72.5,78.4,84.6,74.0,c
1186,15,male,private,no formal,5.7,81.4,yes,30-60 min,no,coaching,57.4,82.4,83.8,77.3,c
1187,14,other,public,graduate,0.9,65.1,yes,<15 min,yes,notes,12.3,22.0,27.0,26.4,f
1188,17,other,public,diploma,4.6,56.4,yes,30-60 min,no,group study,65.1,49.7,55.0,53.0,e
1189,17,female,private,diploma,5.0,63.5,yes,15-30 min,no,coaching,77.5,54.8,67.8,70.9,c
1190,14,male,private,no formal,5.7,52.0,yes,30-60 min,no,textbook,56.1,70.5,62.8,61.5,d
1191,16,male,private,phd,4.9,87.4,yes,15-30 min,no,mixed,78.8,81.1,86.0,76.6,c
1192,15,other,public,phd,3.6,85.0,yes,>60 min,yes,online videos,68.7,76.5,69.9,59.5,d
1193,15,female,private,phd,4.2,83.5,yes,15-30 min,yes,mixed,57.5,64.7,76.0,66.7,d
1194,18,male,public,phd,7.8,80.9,no,15-30 min,no,online videos,100.0,100.0,95.0,96.7,a
1195,17,other,private,graduate,3.0,64.9,yes,>60 min,no,group study,47.1,46.2,44.1,55.7,d
1196,17,female,public,high school,6.4,55.8,yes,30-60 min,no,coaching,74.1,73.5,92.2,69.7,d
1197,18,female,public,no formal,5.1,80.0,yes,<15 min,yes,mixed,76.7,73.8,54.4,66.0,d
1198,19,female,private,graduate,3.8,86.6,yes,<15 min,yes,notes,75.1,69.0,65.5,63.0,d
1199,18,male,private,phd,3.6,90.5,yes,>60 min,yes,mixed,67.9,66.9,70.2,69.9,d
1200,17,other,private,diploma,4.5,86.3,yes,<15 min,no,textbook,70.9,50.8,82.0,63.6,d
1201,19,other,public,phd,6.5,82.9,yes,<15 min,yes,online videos,80.8,77.1,89.8,75.9,c
1202,16,male,public,no formal,1.4,91.2,yes,>60 min,yes,notes,36.0,37.0,19.4,41.6,e
1203,19,other,private,high school,7.3,88.1,yes,<15 min,yes,group study,87.1,100.0,82.7,100.0,a
1204,18,male,public,graduate,6.3,97.2,yes,30-60 min,yes,online videos,97.4,90.8,98.2,84.5,c
1205,17,female,private,diploma,3.1,50.3,yes,>60 min,yes,online videos,49.2,51.6,57.6,49.4,e
1206,19,other,private,post graduate,0.6,57.3,yes,15-30 min,yes,coaching,35.4,53.1,30.4,37.7,f
1207,17,male,private,diploma,1.3,79.0,yes,>60 min,yes,group study,45.7,49.0,43.4,40.5,e
1208,18,other,public,post graduate,1.6,70.1,yes,15-30 min,yes,textbook,58.1,18.7,34.0,36.8,f
1209,15,male,private,high school,1.3,67.0,yes,30-60 min,no,online videos,17.3,48.9,35.4,38.0,f
1210,19,other,private,no formal,1.3,87.3,yes,15-30 min,yes,online videos,72.5,59.0,58.4,53.5,e
1211,17,female,private,graduate,7.7,76.8,yes,15-30 min,yes,coaching,86.7,92.9,93.0,87.9,b
1212,18,male,public,graduate,5.4,76.3,no,30-60 min,no,online videos,79.7,79.4,76.0,78.7,c
1213,16,other,private,graduate,6.7,52.5,yes,15-30 min,yes,online videos,62.8,68.2,68.2,72.5,c
1214,19,male,public,no formal,4.7,73.1,yes,<15 min,yes,group study,48.9,55.0,59.7,64.7,d
1215,14,other,private,diploma,5.1,80.4,yes,15-30 min,no,textbook,70.4,74.8,60.4,65.8,d
1216,14,other,private,no formal,7.1,64.0,yes,30-60 min,yes,online videos,80.2,79.6,71.9,83.6,c
1217,17,male,private,post graduate,2.5,61.9,yes,15-30 min,yes,notes,30.1,30.0,46.2,36.0,f
1218,18,female,public,no formal,5.7,77.5,yes,15-30 min,no,mixed,70.9,100.0,100.0,79.6,c
1219,18,female,public,phd,7.2,95.6,no,<15 min,no,online videos,81.7,96.0,98.9,100.0,a
1220,16,female,private,no formal,7.5,55.8,no,30-60 min,yes,mixed,76.6,72.3,77.1,78.0,c
1221,17,female,private,graduate,3.8,65.5,yes,15-30 min,no,notes,57.2,62.7,85.1,55.9,d
1222,17,male,public,diploma,6.9,52.9,no,<15 min,no,notes,81.5,71.9,58.9,74.5,c
1223,19,female,private,no formal,4.3,66.3,yes,30-60 min,no,online videos,67.7,80.8,59.1,65.5,d
1224,17,male,public,diploma,2.4,84.7,yes,15-30 min,no,group study,59.8,65.3,63.0,59.5,d
1225,16,other,public,no formal,2.4,65.9,yes,<15 min,no,notes,32.0,45.0,41.2,42.9,e
1226,19,other,private,post graduate,3.9,69.9,no,15-30 min,yes,notes,72.1,71.2,55.9,62.8,d
1227,14,male,private,phd,2.4,96.8,yes,30-60 min,yes,coaching,45.6,53.8,69.7,49.2,e
1228,19,other,public,high school,0.7,67.4,yes,30-60 min,no,online videos,36.1,27.0,43.7,34.2,f
1229,14,other,private,diploma,1.3,77.0,yes,30-60 min,no,notes,33.8,45.2,45.8,41.1,e
1230,15,male,private,no formal,6.9,96.7,yes,>60 min,yes,coaching,93.5,73.3,94.8,84.8,c
1231,18,other,public,diploma,7.1,75.4,yes,15-30 min,no,online videos,100.0,82.2,97.7,94.2,b
1232,18,other,private,phd,7.0,58.5,yes,30-60 min,no,textbook,72.3,72.4,86.9,78.1,c
1233,19,male,private,graduate,4.7,57.2,yes,30-60 min,no,group study,83.0,64.8,74.8,66.9,d
1234,18,female,private,phd,7.5,94.9,yes,>60 min,yes,group study,100.0,98.0,78.1,96.7,a
1235,17,other,private,post graduate,4.2,94.3,yes,>60 min,no,mixed,88.4,40.3,67.7,67.8,d
1236,16,female,public,no formal,4.0,62.6,yes,>60 min,yes,online videos,69.8,52.1,56.1,56.2,d
1237,14,male,public,no formal,4.1,81.2,yes,>60 min,no,mixed,62.0,46.4,51.9,61.6,d
1238,14,female,public,diploma,2.4,58.3,yes,<15 min,yes,notes,23.3,41.6,29.2,35.5,f
1239,15,female,private,phd,5.1,61.6,yes,30-60 min,yes,group study,71.1,62.2,64.3,66.6,d
1240,14,other,public,high school,3.9,96.0,no,30-60 min,yes,online videos,44.6,58.4,59.5,60.5,d
1241,17,female,public,no formal,7.8,70.1,yes,15-30 min,no,online videos,91.1,70.2,96.6,80.7,c
1242,18,female,private,phd,1.8,60.4,yes,30-60 min,no,online videos,40.9,44.2,47.9,38.2,f
1243,19,other,public,high school,1.1,76.2,no,>60 min,yes,online videos,37.7,28.5,40.3,42.9,e
1244,16,female,public,diploma,3.1,92.6,yes,30-60 min,yes,group study,67.6,66.6,81.2,69.6,d
1245,19,other,public,post graduate,2.1,91.6,yes,>60 min,no,coaching,62.5,43.6,45.8,48.9,e
1246,19,other,public,no formal,7.9,83.1,yes,>60 min,yes,group study,100.0,100.0,76.1,97.3,a
1247,19,other,private,high school,4.7,90.7,yes,<15 min,no,coaching,82.1,63.2,80.0,82.3,c
1248,16,male,private,post graduate,3.2,89.0,no,30-60 min,yes,group study,49.6,68.7,65.0,53.0,e
1249,15,other,public,no formal,5.3,98.2,yes,>60 min,yes,textbook,79.9,74.8,96.1,78.0,c
1250,19,other,public,post graduate,3.9,82.8,yes,30-60 min,no,notes,66.2,55.5,59.4,57.8,d
1251,15,male,private,graduate,2.1,79.9,yes,<15 min,yes,textbook,56.7,63.6,49.3,51.3,e
1252,16,female,private,high school,3.5,95.3,yes,<15 min,no,notes,65.9,85.0,75.3,75.8,c
1253,14,female,private,graduate,2.6,68.1,yes,15-30 min,no,group study,56.5,53.2,46.3,51.1,e
1254,18,female,public,high school,5.3,74.6,yes,<15 min,no,mixed,71.2,85.7,78.5,79.9,c
1255,17,other,private,phd,6.6,93.0,yes,<15 min,no,group study,94.8,76.5,84.3,94.0,b
1256,14,other,private,diploma,2.5,98.9,yes,<15 min,no,textbook,42.7,51.1,49.6,62.1,d
1257,15,male,private,post graduate,5.2,71.1,yes,15-30 min,yes,mixed,63.7,72.2,64.7,66.7,d
1258,17,female,private,high school,5.8,79.5,no,<15 min,yes,textbook,76.8,72.2,80.2,82.5,c
1259,17,other,public,phd,3.3,91.9,yes,<15 min,no,online videos,44.1,55.8,43.5,55.3,d
1260,18,female,public,high school,4.2,75.9,yes,30-60 min,no,online videos,51.2,50.7,55.1,54.5,e
1261,15,other,private,graduate,3.2,70.2,yes,<15 min,no,online videos,66.9,44.2,59.9,57.3,d
1262,19,female,private,post graduate,3.3,53.2,yes,<15 min,no,group study,49.0,66.6,62.6,55.8,d
1263,16,other,private,phd,3.8,60.6,yes,15-30 min,yes,online videos,45.0,66.3,35.1,58.9,d
1264,18,other,private,post graduate,2.7,66.6,no,<15 min,no,online videos,58.6,41.4,45.9,42.7,e
1265,15,male,public,post graduate,4.2,70.1,yes,<15 min,yes,online videos,65.0,85.1,78.1,68.4,d
1266,14,other,public,post graduate,6.1,88.8,yes,30-60 min,no,online videos,97.8,70.0,91.1,84.8,c
1267,14,male,public,diploma,3.5,58.3,no,>60 min,yes,mixed,35.1,36.0,50.1,44.7,e
1268,16,other,private,post graduate,7.6,53.6,yes,>60 min,no,group study,95.7,77.4,82.6,84.7,c
1269,19,other,private,graduate,2.1,79.4,yes,<15 min,no,coaching,49.8,38.2,33.8,41.0,e
1270,14,male,private,graduate,3.9,50.4,yes,<15 min,no,coaching,54.8,44.4,46.8,46.1,e
1271,16,male,private,high school,5.0,96.5,yes,<15 min,no,coaching,89.4,92.2,88.4,83.3,c
1272,14,female,private,diploma,4.6,62.8,yes,30-60 min,no,group study,82.1,94.0,76.5,71.2,c
1273,19,male,public,no formal,7.6,91.7,yes,>60 min,no,mixed,93.6,100.0,100.0,94.5,b
1274,18,female,private,post graduate,2.9,69.0,yes,<15 min,yes,coaching,43.0,45.4,39.0,44.7,e
1275,18,male,public,no formal,3.3,99.9,yes,>60 min,no,notes,67.3,74.5,59.2,59.4,d
1276,18,male,public,no formal,5.0,75.1,yes,>60 min,no,notes,88.9,73.4,71.8,71.3,c
1277,17,female,public,high school,5.0,98.1,no,>60 min,no,textbook,99.3,70.3,58.6,69.5,d
1278,18,other,public,no formal,6.4,73.4,yes,15-30 min,yes,online videos,87.3,88.5,79.0,85.0,b
1279,14,male,public,post graduate,6.5,85.7,yes,15-30 min,yes,textbook,81.3,91.9,85.6,88.3,b
1280,19,male,public,no formal,0.6,53.2,no,30-60 min,yes,coaching,29.2,39.5,27.9,29.9,f
1281,18,male,public,diploma,6.2,72.2,yes,>60 min,no,textbook,68.8,54.7,69.6,75.7,c
1282,18,male,public,post graduate,5.9,63.5,no,15-30 min,yes,coaching,64.8,70.3,76.0,64.7,d
1283,16,male,public,graduate,4.9,89.7,yes,15-30 min,yes,notes,84.6,86.7,86.8,84.4,c
1284,18,male,public,graduate,2.9,76.6,yes,>60 min,yes,mixed,63.9,58.7,67.2,60.5,d
1285,16,female,public,diploma,7.3,82.0,no,>60 min,yes,online videos,96.4,100.0,88.0,92.1,b
1286,14,male,public,diploma,6.0,62.7,yes,15-30 min,no,online videos,70.4,75.0,56.2,66.7,d
1287,19,other,public,post graduate,2.4,55.8,yes,>60 min,no,mixed,37.0,45.4,55.8,50.8,e
1288,15,female,public,diploma,2.8,84.0,yes,>60 min,yes,online videos,45.2,53.2,22.3,52.3,e
1289,14,other,public,post graduate,5.8,72.1,yes,30-60 min,no,textbook,73.1,89.2,85.7,83.0,c
1290,17,female,private,post graduate,7.4,70.9,no,15-30 min,yes,coaching,88.9,80.6,58.8,81.9,c
1291,15,female,public,high school,4.2,98.2,yes,>60 min,no,textbook,49.8,60.1,77.3,68.6,d
1292,19,female,public,no formal,7.1,55.9,yes,30-60 min,yes,notes,89.1,77.4,57.0,75.9,c
1293,16,other,private,diploma,3.4,82.2,yes,15-30 min,no,group study,65.0,73.0,48.9,58.3,d
1294,14,male,private,diploma,3.5,53.0,yes,<15 min,yes,online videos,60.0,55.4,64.9,57.3,d
1295,19,other,public,no formal,5.6,84.2,yes,30-60 min,yes,coaching,76.6,92.7,73.6,87.2,b
1296,17,male,private,post graduate,0.9,78.0,yes,<15 min,no,mixed,29.9,54.1,30.0,29.9,f
1297,15,male,public,graduate,1.5,86.3,no,15-30 min,yes,notes,38.7,31.6,68.4,53.3,e
1298,18,other,private,graduate,6.0,87.5,no,30-60 min,yes,group study,89.9,89.6,94.1,80.9,c
1299,17,other,private,post graduate,2.3,56.6,yes,>60 min,no,textbook,43.6,35.2,46.7,43.1,e
1300,14,male,public,diploma,1.8,63.7,yes,15-30 min,no,textbook,49.2,26.7,47.1,33.0,f
